,episode,score,Q_sum
178,178.0,8.0,3463478.245556315
179,179.0,8.0,3473669.2274435526
180,180.0,3.0,3479098.9697730322
181,181.0,5.0,3484795.781321639
182,182.0,6.0,3494502.5174454222
183,183.0,2.0,3520505.9754156275
184,184.0,3.0,3540769.5964044454
185,185.0,6.0,3553259.1623832686
186,186.0,9.0,3563633.5509656463
187,187.0,5.0,3578194.984450814
188,188.0,3.0,3589724.1302396976
189,189.0,4.0,3607710.6278234427
190,190.0,4.0,3617673.82370238
191,191.0,4.0,3623976.374126654
192,192.0,5.0,3634064.6673715147
193,193.0,0.0,3653364.9419358047
194,194.0,5.0,3662083.7883277307
195,195.0,3.0,3672384.391111678
196,196.0,4.0,3679024.775054202
197,197.0,7.0,3691338.173064734
198,198.0,4.0,3704804.024396847
199,199.0,5.0,3714770.313190776
